REMARK ROI 2D Peak Detection System, File: HN.N15.dat
REMARK Detection Levels: -516197 and 516197
REMARK Detection: X(+/-1) Y(+/-1)
REMARK Interpolation: X(+/-1) Y(+/-1)
REMARK Noise: 798.124, Chi2-Threshold: 1.000000e-04, Local Adjustment: None
REMARK Position Tolerances: X(2.0) Y(2.0)
REMARK Sinc Detect ON, Height Adjustments: X(1.200) Y(1.800)
REMARK Sinc Detect Linewidths: X(15.0Hz) Y(0.0Hz)
REMARK Total Peaks: 72, Good Peaks: 72, Questionable Peaks: 0
REMARK Clusters: 58, Max Cluster Size: 5
REMARK ROI Spectral Axis Limits:

DATA  X_AXIS HN           1   922    9.998ppm    5.490ppm
DATA  Y_AXIS N15          1    66  129.043ppm  106.974ppm

VARS   INDEX X_AXIS Y_AXIS DX DY X_PPM Y_PPM X_HZ Y_HZ XW YW XW_HZ YW_HZ X1 X3 Y1 Y3 HEIGHT DHEIGHT VOL PCHI2 TYPE ASS CLUSTID MEMCNT
FORMAT %5d %9.3f %9.3f %6.3f %6.3f %8.3f %8.3f %9.3f %9.3f %7.3f %7.3f %8.3f %8.3f %4d %4d %4d %4d %+e %+e %+e %.5f %d %s %4d %4d

  60   667.159    52.695  0.004  0.001    6.737  111.491  4038.461  6772.630   5.906   2.951   17.331   60.862  663  671   52   55  2.608168e+06  6.176201e+02  4.977874e+07 0.00000 1 None   49    5
  61   470.329    54.951  0.004  0.000    7.701  110.725  4616.034  6726.099   4.916   2.161   14.426   44.564  467  473   54   56  2.657944e+06  6.169581e+02  2.600530e+07 0.00000 1 None   51    1
  62   502.160    54.787  0.006  0.001    7.545  110.781  4522.630  6729.479   4.742   2.403   13.914   49.569  500  504   54   56  1.315491e+06  6.167781e+02  1.168703e+07 0.00000 1 None   52    1
  63   652.142    54.752  0.006  0.001    6.811  110.793  4082.527  6730.197   6.164   2.365   18.087   48.780  649  656   53   57  2.171471e+06  6.287681e+02  3.675059e+07 0.00000 1 None   49    5
  64   663.553    54.862  0.018  0.001    6.755  110.755  4049.042  6727.938   7.972   2.279   23.392   46.999  658  668   53   56  2.191632e+06  6.168082e+02  4.770756e+07 0.00000 1 None   49    5
  65   478.167    58.245  0.003  0.000    7.662  109.607  4593.036  6658.152   4.805   2.030   14.099   41.861  475  481   57   59  2.578635e+06  6.316229e+02  2.237473e+07 0.00000 1 None   53    1
  66   650.312    58.204  0.006  0.000    6.820  109.621  4087.897  6658.999   6.080   2.066   17.842   42.616  646  654   57   59  2.928884e+06  6.254838e+02  3.306795e+07 0.00000 1 None   49    5
  67   441.354    59.086  0.006  0.001    7.843  109.321  4701.060  6640.814   4.926   2.124   14.455   43.811  439  444   58   61  1.742318e+06  6.202729e+02  1.851565e+07 0.00000 1 None   54    2
  68   634.846    59.032  0.006  0.000    6.895  109.339  4133.281  6641.921   5.963   2.072   17.496   42.734  631  639   58   60  1.951894e+06  6.076960e+02  2.275864e+07 0.00000 1 None   55    1
  69   216.865    61.387  0.012  0.001    8.942  108.540  5359.794  6593.356   7.674   2.094   22.517   43.198  213  221   61   62  1.742795e+06  6.452007e+02  2.065433e+07 0.00000 1 None   56    1
  70   304.267    61.813  0.008  0.000    8.514  108.395  5103.324  6584.562   6.929   1.923   20.331   39.656  300  309   61   63  2.410756e+06  6.169790e+02  2.896279e+07 0.00000 1 None   57    1
  71   432.756    61.617  0.007  0.001    7.885  108.462  4726.287  6588.611   6.411   2.197   18.813   45.320  428  438   61   62  2.628591e+06  6.426190e+02  3.143067e+07 0.00000 1 None   54    2
  72   559.757    63.810  0.005  0.000    7.263  107.717  4353.619  6543.379   6.585   1.997   19.324   41.186  555  565   63   65  3.154252e+06  6.181459e+02  3.943598e+07 0.00000 1 None   58    1
